0.034797973 0
0.035858530 0
0.035858603 0
0.176673288 0
0.177853918 0
0.177853929 0
0.473440071 0
0.474600817 0
0.474600875 0
0.629410954 0
0.630251674 0
0.630251697 0
0.887007923 0
0.888408442 0
0.888408564 0
1.113933027 0
1.114793584 0
1.114793770 0
1.605933226 0
1.606833745 0
1.606833972 0
1.636994178 0
1.638334898 0
1.638334982 0
10.000000000 0
10.000000000 0
12.036978916 0
12.037859546 0
12.037859557 0
12.044772009 0
12.045932566 0
12.045932752 0
12.179084953 0
12.180185511 0
12.180185583 0
12.184540168 0
12.185360687 0
12.185360809 0
12.377341447 0
12.378382193 0
12.378382251 0
12.440728958 0
12.441885516 0
12.441885588 0
12.637978631 0
12.638819351 0
12.638819435 0
12.845540630 0
12.846661350 0
12.846661373 0
12.888909776 0
12.889850295 0
12.889850523 0
13.000000000 0
13.000000000 0
13.043209514 0
13.044110144 0
13.044110155 0
13.274501538 0
13.275662096 0
13.275662282 0
13.591432884 0
13.592833604 0
13.592833688 0
13.612417831 0
13.613874349 0
13.613874471 0
13.614989796 0
13.616110542 0
13.616110600 0
13.831960294 0
13.833456925 0
13.833456935 0
14.610156117 0
14.611136863 0
14.611136920 0
14.728825309 0
14.729901828 0
14.729901950 0
16.245073764 0
16.246254283 0
16.246254510 0
19.000000000 0
19.000000000 0
20.00000 0
24.039571747 0
24.040892266 0
24.040892388 0
24.052086318 0
24.184698125 0
24.185520659 0
24.185710683 0
24.186957177 0
24.186957405 0
24.386951010 0
24.388023568 0
24.388023640 0
24.643048759 0
24.643985505 0
24.643985563 0
25.390606980 0
25.391807537 0
25.391807610 0
25.617695737 0
25.619248541 0
25.622382299 0
25.623438929 0
25.623438940 0
25.639214470 0
25.640231217 0
25.640231274 0
25.707640288 0
25.709233035 0
25.709233092 0
26.485453868 0
26.486606498 0
26.486606509 0
27.352593285 0
27.353785803 0
27.353785925 0
27.604550939 0
27.605803743 0
27.759180793 0
27.907216497 0
27.908673054 0
30.801367120 0
30.802643639 0
30.802643866 0
31.000000000 0
31.000000000 0
36.047464830 0
36.048941349 0
36.048941577 0
36.189497056 0
36.190549614 0
36.190549686 0
36.193074459 0
36.193511822 0
36.194394978 0
36.194395100 0
36.195646165 0
36.195646222 0
36.389217798 0
36.390454428 0
36.390454439 0
37.043035639 0
37.044348158 0
37.044348386 0
37.400029647 0
37.401310204 0
37.631739383 0
37.632831941 0
37.632832013 0
37.641529689 0
37.642786493 0
39.016832899 0
39.018353456 0
39.018353529 0
40.076713181 0
40.078377928 0
40.078377985 0
40.121333826 0
40.122626456 0
40.122626467 0
41.018392386 0
42.122949923 0
42.123966442 0
42.123966564 0
42.250358738 0
42.251631542 0
42.465582188 0
42.466598746 0
44.861834786 0
44.863271305 0
44.863271532 0
48.049296915 0
48.050813662 0
48.050813719 0
48.194997101 0
48.196029731 0
48.196029742 0
48.196950283 0
48.198287087 0
48.393760993 0
48.394817512 0
48.394817634 0
49.398223857 0
49.399580375 0
49.399580498 0
49.639843017 0
49.641383575 0
51.612606539 0
51.614327286 0
51.614327343 0
51.963984537 0
51.965745167 0
51.965745178 0
53.290537163 0
53.292013721 0
53.292013793 0
53.890060802 0
54.823709549 0
54.824998353 0
55.000000000 0
55.000000000 0
55.962708548 0
55.963937066 0
55.963937189 0
57.150980053 0
57.152192571 0
57.152192799 0
57.847317359 0
57.848698163 0
57.851586539 0
57.852787096 0
58.279650088 0
59.284180730 0
60.054026266 0
60.055703070 0
60.199752181 0
60.201708699 0
60.201708822 0
60.280419447 0
60.399246454 0
60.400503084 0
60.400503095 0
61.400334523 0
61.401851153 0
61.401851164 0
64.041789914 0
64.043090472 0
64.396178939 0
64.398135569 0
64.398135580 0
65.036485836 0
65.038266582 0
65.038266639 0
66.425494300 0
66.426926857 0
66.426926930 0
68.521922318 0
70.557824962 0
70.559289481 0
70.559289708 0
71.789686926 0
71.791027729 0
72.204480522 0
72.205633041 0
72.205633268 0
72.401800208 0
72.402852766 0
72.402852766 0
72.402852766 0
72.402852766 1
72.402852766 1
72.402852766 2
72.402852766 2
72.402852766 3
72.402852766 4
72.402852766 4
72.402852838 4
72.414437129 4
72.414437129 4
72.416322926 4
72.421686770 4
72.421686770 4
72.423405929 4
72.423406051 4
72.428246537 4
72.428246537 4
72.433865168 4
72.433865168 4
72.439485393 4
72.439485393 4
72.439485393 4
72.439485393 4
72.441871632 4
72.441871632 4
72.444017188 4
72.444017188 4
72.446543111 4
72.446543111 4
72.449129001 4
72.449129001 4
72.451534673 4
72.451534673 4
72.451534673 4
72.451534673 4
72.461700346 4
72.461700346 4
72.471706236 4
72.471706236 4
72.481732159 4
72.481732159 4
72.491717715 4
72.491717715 4
72.502123954 4
72.502123954 4
72.502123954 4
72.502123954 4
72.504570193 4
72.504570193 4
72.507155749 4
72.507155749 4
72.509381672 4
72.509381672 4
72.511587562 4
72.511587562 4
72.513813235 4
72.513813235 4
72.513813235 4
72.513813235 4
72.513813235 4
72.513813235 4
72.513813235 4
72.524358908 4
72.524358908 4
72.534364798 4
72.534364798 4
72.544950720 4
72.544950720 4
72.555076276 4
72.555076276 4
72.565262515 4
72.565262515 4
72.565262515 4
72.565262515 4
72.567288755 4
72.567288755 4
72.569774311 4
72.569774311 4
72.572300233 4
72.572300233 4
72.574366123 4
72.574366123 4
72.576551796 4
72.576551796 4
72.576551796 4
72.576551796 4
72.591397469 4
72.591397469 4
72.601543699 4
72.601543699 4
72.611769589 4
72.611769589 4
72.621776109 4
72.621776109 4
72.631922032 4
72.631922032 4
72.641987588 4
72.641987588 4
72.652213827 4
72.652213827 4
72.652213827 4
72.652213827 4
72.654460066 4
72.654460066 4
72.656965623 4
72.656965623 4
72.658951545 4
72.658951545 4
72.669137468 4
72.669137468 4
72.671263999 4
72.671263999 4
72.673609671 4
72.673609671 4
72.673609671 4
72.673609671 4
72.684175344 4
72.684175344 4
72.694501234 4
72.694501234 4
72.704547157 4
72.704547157 4
72.714792713 4
72.714792713 4
72.724838952 4
72.724838952 4
72.724838952 4
72.724838952 4
72.735269468 4
72.735269468 4
72.745295707 4
72.745295707 4
72.745295707 4
72.745295707 4
72.747301946 4
72.747301946 4
72.749327502 4
72.749327502 4
72.751753425 4
72.751753425 4
72.753839315 4
72.753839315 4
72.756144988 4
72.756144988 4
72.756144988 4
72.756144988 4
72.756144988 4
72.756144988 4
72.756144988 4
72.759353573 4
72.759353573 4
72.766230660 4
72.766230660 4
72.776356550 4
72.776356550 4
72.786482473 4
72.786482473 4
72.796648029 4
72.796648029 4
72.806984954 4
72.806984954 4
72.817350844 4
72.817350844 4
72.827576767 4
72.827576767 4
72.837582323 4
72.837582323 4
72.845607879 4
72.845607879 4
72.847793802 4
72.847793802 4
72.849799692 4
72.849799692 4
72.852385365 4
72.852385365 4
72.852385365 4
72.852385365 4
72.862542804 4
72.862542804 4
72.862542804 4
72.862542804 4
72.864869043 4
72.864869043 4
72.875015282 4
72.875015282 4
72.875015282 4
72.875015282 4
72.877101585 4
72.877101585 4
72.879607507 4
72.879607507 4
72.881713397 4
72.881713397 4
72.884125425 4
72.884125425 4
72.886290981 4
72.886290981 4
72.888276904 4
72.888276904 4
72.890282794 4
72.890282794 4
72.892408467 4
72.892408467 4
72.892408467 4
72.892408467 4
72.894954697 4
72.894954697 4
72.894954697 4
72.894954697 4
72.894954697 4
72.894954697 4
72.894954697 4
72.908760370 4
72.908760370 4
72.918826600 4
72.918826600 4
72.929272830 4
72.929272830 4
72.939318720 4
72.939318720 4
72.949465241 4
72.949465241 4
72.959451761 4
72.959451761 4
72.969797683 4
72.969797683 4
72.979964247 4
72.979964247 4
72.990149803 4
72.990149803 4
73.000736042 4
73.000736042 4
73.000736042 4
73.000736042 4
73.002842281 4
73.002842281 4
73.013018050 4
73.013018050 4
73.015243607 4
73.015243607 4
73.025530364 4
73.025530364 4
73.025530364 4
73.025530364 4
73.027616604 4
73.027616604 4
73.029672739 4
73.029672739 4
73.039778662 4
73.039778662 4
73.049824218 4
73.049824218 4
73.052249774 4
73.052249774 4
73.054426277 4
73.054426277 4
73.056451950 4
73.056451950 4
73.056451950 4
73.056451950 4
73.063360950 5
73.066509390 5
73.066509390 5
73.066509390 5
73.066509390 5
73.068975629 5
73.068975629 5
73.071071764 5
73.071071764 5
73.073337654 5
73.073337654 5
73.075503327 5
73.075503327 5
73.075503327 5
73.075503327 5
73.077560084 5
73.077560084 5
73.079586006 5
73.079586006 5
73.081611896 5
73.081611896 5
73.083657569 5
73.083657569 5
73.083657569 5
73.083657569 5
73.094803242 5
73.094803242 5
73.105089472 5
73.105089472 5
73.115355362 5
73.115355362 5
73.125341285 5
73.125341285 5
73.135526841 5
73.135526841 5
73.145853080 5
73.145853080 5
73.145853080 5
73.145853080 5
73.147859319 5
73.147859319 5
73.149964875 5
73.149964875 5
73.152355303 5
73.152355303 5
73.162611822 5
73.162611822 5
73.164937712 5
73.164937712 5
73.174984265 5
73.174984265 5
73.184969821 5
73.184969821 5
73.195296060 5
73.195296060 5
